ID,SectorBranchesSIC2008,Periods,CompensationOfEmployees_1,WagesAndSalaries_2,EmployersSocialContributions_3,WageCosts_4,CompensationOfEmployees_5,WagesAndSalaries_6,WageCosts_7,CompensationPerFte_8,WagesPerFte_9,WageCostsPerFte_10,CompensationPerHourWorked_11,WagesPerHourWorked_12,WageCostsPerHourWorked_13,CompensationPerFte_14,WagesPerFte_15,WageCostsPerFte_16,CompensationPerHourWorked_17,WagesPerHourWorked_18,WageCostsPerHourWorked_19,FullTimeEquivalentFte_20,HoursWorked_21,HoursPaid_22,HoursAgreed_23,PaidExtraHours_24,FullTimeEquivalentFte_25,HoursWorked_26,Total_27,Male_28,Female_29,Total_30,Male_31,Female_32,Total_33,Male_34,Female_35,Total_36,Title,Description,CategoryGroupID,Year
1811,395005 ,2006JJ00,7333.0,6146.0,1187.0,7284.0,7.9,9.1,7.8,62.1,52.0,61.7,35.2,29.5,34.9,1.5,2.6,1.4,2.3,3.4,2.2,118.0,208.0,,,,6.3,5.5,127.0,101.0,26.0,,,,,,,6.7,62-63 IT- and information services,"IT- and information services 
This category is made up of the categories: 
62 Support activities in the field of IT 
63 Information service activities",24,2006
1812,395005 ,2007JJ00,8119.0,6809.0,1310.0,8065.0,10.7,10.8,10.7,64.0,53.7,63.5,36.1,30.3,35.9,3.0,3.1,3.0,2.7,2.8,2.7,127.0,225.0,,,,7.4,7.8,137.0,109.0,28.0,,,,,,,8.1,62-63 IT- and information services,"IT- and information services 
This category is made up of the categories: 
62 Support activities in the field of IT 
63 Information service activities",24,2007
1813,395005 ,2008JJ00,9038.0,7502.0,1536.0,8988.0,11.3,10.2,11.5,66.6,55.3,66.3,37.5,31.2,37.3,4.2,3.1,4.3,3.9,2.9,4.0,136.0,241.0,,,,6.9,7.1,147.0,116.0,31.0,,,,,,,6.8,62-63 IT- and information services,"IT- and information services 
This category is made up of the categories: 
62 Support activities in the field of IT 
63 Information service activities",24,2008
1814,395005 ,2009JJ00,9496.0,7593.0,1903.0,9397.0,5.1,1.2,4.6,70.0,56.0,69.3,39.4,31.5,39.0,5.1,1.3,4.6,4.9,1.1,4.4,136.0,241.0,,,,0.0,0.1,147.0,116.0,31.0,,,,,,,0.1,62-63 IT- and information services,"IT- and information services 
This category is made up of the categories: 
62 Support activities in the field of IT 
63 Information service activities",24,2009
1815,395005 ,2010JJ00,9119.0,7495.0,1624.0,8982.0,-4.0,-1.3,-4.4,69.2,56.9,68.2,38.9,32.0,38.4,-1.1,1.6,-1.6,-1.2,1.6,-1.6,132.0,234.0,273.0,272.0,1.0,-2.9,-2.8,143.0,114.0,29.0,106.0,94.0,12.0,37.0,20.0,17.0,-2.6,62-63 IT- and information services,"IT- and information services 
This category is made up of the categories: 
62 Support activities in the field of IT 
63 Information service activities",24,2010
1816,395005 ,2011JJ00,9521.0,7821.0,1700.0,9372.0,4.4,4.3,4.3,71.3,58.6,70.2,39.9,32.7,39.2,3.0,2.9,2.9,2.4,2.3,2.3,134.0,239.0,276.0,275.0,1.0,1.4,2.0,146.0,116.0,30.0,107.0,95.0,12.0,39.0,22.0,18.0,2.0,62-63 IT- and information services,"IT- and information services 
This category is made up of the categories: 
62 Support activities in the field of IT 
63 Information service activities",24,2011
1817,395005 ,2012JJ00,9842.0,8000.0,1842.0,9713.0,3.4,2.3,3.6,72.5,59.0,71.6,40.8,33.1,40.2,1.7,0.7,2.0,2.3,1.2,2.5,136.0,241.0,282.0,280.0,1.0,1.6,1.1,148.0,118.0,30.0,108.0,96.0,12.0,40.0,22.0,18.0,1.5,62-63 IT- and information services,"IT- and information services 
This category is made up of the categories: 
62 Support activities in the field of IT 
63 Information service activities",24,2012
1818,395005 ,2013JJ00,9904.0,7989.0,1915.0,9782.0,0.6,-0.1,0.7,73.4,59.2,72.5,41.0,33.1,40.5,1.1,0.4,1.2,0.6,-0.2,0.7,135.0,242.0,282.0,280.0,1.0,-0.5,0.0,148.0,117.0,31.0,108.0,96.0,13.0,40.0,21.0,18.0,-0.4,62-63 IT- and information services,"IT- and information services 
This category is made up of the categories: 
62 Support activities in the field of IT 
63 Information service activities",24,2013
1819,395005 ,2014JJ00,10036.0,8176.0,1860.0,9898.0,1.3,2.3,1.2,71.7,58.4,70.7,39.8,32.4,39.2,-2.2,-1.3,-2.4,-3.0,-2.1,-3.2,140.0,252.0,292.0,291.0,1.0,3.6,4.5,152.0,120.0,32.0,111.0,98.0,13.0,41.0,22.0,18.0,2.9,62-63 IT- and information services,"IT- and information services 
This category is made up of the categories: 
62 Support activities in the field of IT 
63 Information service activities",24,2014
1820,395005 ,2015JJ00,10561.0,8723.0,1838.0,10416.0,5.2,6.7,5.2,71.5,59.0,70.5,39.9,32.9,39.3,-0.3,1.1,-0.3,0.2,1.6,0.2,148.0,265.0,308.0,307.0,1.0,5.6,5.0,161.0,126.0,35.0,118.0,103.0,15.0,43.0,23.0,20.0,5.7,62-63 IT- and information services,"IT- and information services 
This category is made up of the categories: 
62 Support activities in the field of IT 
63 Information service activities",24,2015
1821,395005 ,2016JJ00,11429.0,9439.0,1990.0,11253.0,8.2,8.2,8.0,73.8,61.0,72.7,41.2,34.0,40.6,3.3,3.3,3.1,3.4,3.4,3.2,155.0,277.0,322.0,321.0,1.0,4.8,4.7,169.0,131.0,38.0,123.0,106.0,16.0,46.0,25.0,21.0,5.1,62-63 IT- and information services,"IT- and information services 
This category is made up of the categories: 
62 Support activities in the field of IT 
63 Information service activities",24,2016
1822,395005 ,2017JJ00,12337.0,10202.0,2135.0,12159.0,7.9,8.1,8.1,74.8,61.9,73.7,42.0,34.7,41.4,1.3,1.4,1.4,1.9,2.1,2.0,165.0,294.0,343.0,342.0,1.0,6.5,5.9,181.0,140.0,41.0,129.0,111.0,18.0,52.0,29.0,23.0,7.5,62-63 IT- and information services,"IT- and information services 
This category is made up of the categories: 
62 Support activities in the field of IT 
63 Information service activities",24,2017
1823,395005 ,2018JJ00,13504.0,11096.0,2408.0,13323.0,9.5,8.8,9.6,76.4,62.8,75.4,43.1,35.4,42.5,2.1,1.5,2.3,2.5,1.9,2.6,177.0,314.0,369.0,368.0,1.0,7.2,6.8,194.0,149.0,46.0,138.0,118.0,20.0,56.0,31.0,25.0,6.9,62-63 IT- and information services,"IT- and information services 
This category is made up of the categories: 
62 Support activities in the field of IT 
63 Information service activities",24,2018
1824,395005 ,2019JJ00,15011.0,12258.0,2753.0,14812.0,11.2,10.5,11.2,79.5,64.9,78.4,44.9,36.7,44.3,4.0,3.3,4.0,4.2,3.6,4.3,189.0,334.0,395.0,393.0,1.0,6.9,6.6,207.0,157.0,50.0,147.0,124.0,23.0,59.0,33.0,27.0,6.5,62-63 IT- and information services,"IT- and information services 
This category is made up of the categories: 
62 Support activities in the field of IT 
63 Information service activities",24,2019
1825,395005 ,2020JJ00,16045.0,13147.0,2898.0,15573.0,6.9,7.3,5.1,80.8,66.2,78.4,45.7,37.5,44.4,1.7,2.0,0.0,1.9,2.3,0.3,199.0,351.0,416.0,415.0,1.0,5.1,4.9,218.0,165.0,54.0,154.0,129.0,25.0,64.0,36.0,29.0,5.7,62-63 IT- and information services,"IT- and information services 
This category is made up of the categories: 
62 Support activities in the field of IT 
63 Information service activities",24,2020
1826,395005 ,2021JJ00,18225.0,14884.0,3341.0,17826.0,13.6,13.2,14.5,86.7,70.8,84.8,49.1,40.1,48.0,7.4,7.0,8.2,7.3,6.9,8.1,210.0,371.0,439.0,438.0,1.0,5.8,5.9,232.0,173.0,59.0,163.0,135.0,28.0,69.0,38.0,31.0,6.2,62-63 IT- and information services,"IT- and information services 
This category is made up of the categories: 
62 Support activities in the field of IT 
63 Information service activities",24,2021
1827,395005 ,2022JJ00,20177.0,16340.0,3837.0,19951.0,10.7,9.8,11.9,88.8,71.9,87.8,50.9,41.2,50.3,2.4,1.6,3.5,3.7,2.8,4.8,227.0,397.0,473.0,472.0,1.0,8.1,6.8,250.0,185.0,65.0,175.0,143.0,32.0,75.0,42.0,33.0,8.0,62-63 IT- and information services,"IT- and information services 
This category is made up of the categories: 
62 Support activities in the field of IT 
63 Information service activities",24,2022
1828,395005 ,2023JJ00,22139.0,17900.0,4239.0,21922.0,9.7,9.5,9.9,93.7,75.8,92.8,54.1,43.7,53.5,5.5,5.4,5.7,6.3,6.1,6.4,236.0,410.0,491.0,490.0,1.0,4.0,3.3,260.0,192.0,68.0,181.0,147.0,34.0,79.0,45.0,34.0,3.8,62-63 IT- and information services,"IT- and information services 
This category is made up of the categories: 
62 Support activities in the field of IT 
63 Information service activities",24,2023
1829,395005 ,2024JJ00,23560.0,19080.0,4480.0,23315.0,6.4,6.6,6.4,99.3,80.4,98.3,56.8,46.0,56.2,5.9,6.1,5.9,5.1,5.2,5.0,237.0,415.0,497.0,496.0,1.0,0.5,1.3,261.0,193.0,68.0,181.0,146.0,35.0,80.0,47.0,33.0,0.4,62-63 IT- and information services,"IT- and information services 
This category is made up of the categories: 
62 Support activities in the field of IT 
63 Information service activities",24,2024
1830,396300 ,1995JJ00,8827.0,7639.0,1188.0,8819.0,,,,44.2,38.2,44.1,25.9,22.4,25.9,,,,,,,200.0,340.0,,,,,,224.0,124.0,101.0,,,,,,,,K Financial institutions,Financial institutions,3,1995
1831,396300 ,1996JJ00,9327.0,8101.0,1226.0,9305.0,5.7,6.0,5.5,45.7,39.7,45.6,26.7,23.2,26.7,3.4,3.8,3.3,3.0,3.4,2.9,204.0,349.0,,,,2.2,2.5,229.0,127.0,102.0,,,,,,,2.2,K Financial institutions,Financial institutions,3,1996
1832,396300 ,1997JJ00,10309.0,8815.0,1494.0,10277.0,10.5,8.8,10.4,47.4,40.6,47.3,28.0,23.9,27.9,3.9,2.3,3.8,4.8,3.1,4.7,217.0,368.0,,,,6.4,5.5,242.0,134.0,108.0,,,,,,,5.5,K Financial institutions,Financial institutions,3,1997
1833,396300 ,1998JJ00,11008.0,8944.0,2064.0,10967.0,6.8,1.5,6.7,48.1,39.1,48.0,28.3,23.0,28.2,1.5,-3.6,1.4,1.2,-3.9,1.1,229.0,389.0,,,,5.2,5.5,255.0,142.0,113.0,,,,,,,5.6,K Financial institutions,Financial institutions,3,1998
1834,396300 ,1999JJ00,12273.0,9953.0,2320.0,12243.0,11.5,11.3,11.6,51.7,41.9,51.6,30.4,24.7,30.3,7.4,7.2,7.6,7.3,7.1,7.4,237.0,404.0,,,,3.8,3.9,267.0,147.0,120.0,,,,,,,4.5,K Financial institutions,Financial institutions,3,1999
1835,396300 ,2000JJ00,13514.0,10937.0,2577.0,13486.0,10.1,9.9,10.1,55.2,44.7,55.1,32.8,26.5,32.7,6.7,6.5,6.8,7.9,7.7,7.9,245.0,412.0,,,,3.2,2.1,276.0,151.0,125.0,,,,,,,3.5,K Financial institutions,Financial institutions,3,2000
1836,396300 ,2001JJ00,14000.0,11693.0,2307.0,13974.0,3.6,6.9,3.6,57.2,47.8,57.1,34.0,28.4,33.9,3.6,6.9,3.6,3.7,7.0,3.7,245.0,412.0,,,,0.0,-0.1,280.0,154.0,126.0,,,,,,,1.5,K Financial institutions,Financial institutions,3,2001
1837,396300 ,2002JJ00,15656.0,12221.0,3435.0,15626.0,11.8,4.5,11.8,64.4,50.3,64.3,38.5,30.0,38.4,12.7,5.3,12.7,13.1,5.7,13.1,243.0,407.0,,,,-0.8,-1.1,276.0,153.0,123.0,,,,,,,-1.3,K Financial institutions,Financial institutions,3,2002
1838,396300 ,2003JJ00,15498.0,12487.0,3011.0,15463.0,-1.0,2.2,-1.1,65.1,52.5,65.0,38.7,31.2,38.6,1.0,4.3,1.0,0.7,3.9,0.6,238.0,400.0,,,,-2.0,-1.7,272.0,151.0,121.0,,,,,,,-1.5,K Financial institutions,Financial institutions,3,2003
1839,396300 ,2004JJ00,15704.0,12749.0,2955.0,15658.0,1.3,2.1,1.3,67.5,54.8,67.3,39.6,32.2,39.5,3.6,4.4,3.5,2.4,3.2,2.4,233.0,396.0,,,,-2.2,-1.1,266.0,147.0,119.0,,,,,,,-2.3,K Financial institutions,Financial institutions,3,2004
1840,396300 ,2005JJ00,16266.0,13043.0,3223.0,16239.0,3.6,2.3,3.7,70.2,56.3,70.1,41.6,33.4,41.6,4.0,2.8,4.2,5.0,3.7,5.1,232.0,391.0,,,,-0.4,-1.3,265.0,146.0,119.0,,,,,,,-0.3,K Financial institutions,Financial institutions,3,2005
1841,396300 ,2006JJ00,16970.0,14002.0,2968.0,16948.0,4.3,7.4,4.4,70.4,58.1,70.3,41.7,34.4,41.7,0.3,3.2,0.4,0.3,3.2,0.3,241.0,407.0,,,,4.0,4.0,276.0,153.0,123.0,,,,,,,4.0,K Financial institutions,Financial institutions,3,2006
1842,396300 ,2007JJ00,18342.0,14955.0,3387.0,18321.0,8.1,6.8,8.1,76.0,62.0,75.9,45.0,36.7,45.0,8.0,6.7,8.0,7.9,6.6,7.9,241.0,407.0,,,,0.1,0.2,276.0,152.0,124.0,,,,,,,0.0,K Financial institutions,Financial institutions,3,2007
1843,396300 ,2008JJ00,18606.0,14718.0,3888.0,18581.0,1.4,-1.6,1.4,79.1,62.6,79.0,46.6,36.8,46.5,4.1,1.0,4.1,3.4,0.3,3.4,235.0,400.0,,,,-2.6,-1.9,269.0,148.0,122.0,,,,,,,-2.2,K Financial institutions,Financial institutions,3,2008
1844,396300 ,2009JJ00,17921.0,14527.0,3394.0,17876.0,-3.7,-1.3,-3.8,77.5,62.8,77.3,45.6,37.0,45.5,-2.1,0.3,-2.2,-2.0,0.4,-2.1,231.0,393.0,,,,-1.6,-1.7,264.0,145.0,119.0,,,,,,,-2.0,K Financial institutions,Financial institutions,3,2009
1845,396300 ,2010JJ00,17733.0,14329.0,3404.0,17694.0,-1.1,-1.4,-1.0,78.9,63.7,78.7,46.6,37.7,46.5,1.8,1.5,1.8,2.3,1.9,2.3,225.0,380.0,443.0,442.0,2.0,-2.8,-3.2,256.0,142.0,114.0,166.0,121.0,44.0,90.0,20.0,70.0,-3.0,K Financial institutions,Financial institutions,3,2010
1846,396300 ,2011JJ00,17982.0,14385.0,3597.0,17954.0,1.4,0.4,1.5,81.5,65.2,81.4,48.1,38.4,48.0,3.3,2.3,3.4,3.0,2.0,3.1,221.0,374.0,431.0,430.0,1.0,-1.9,-1.6,251.0,140.0,111.0,164.0,121.0,43.0,87.0,19.0,68.0,-2.0,K Financial institutions,Financial institutions,3,2011
1847,396300 ,2012JJ00,17871.0,14273.0,3598.0,17823.0,-0.6,-0.8,-0.7,82.8,66.1,82.5,49.2,39.3,49.0,1.5,1.4,1.4,2.3,2.1,2.2,216.0,363.0,425.0,424.0,1.0,-2.1,-2.9,245.0,136.0,108.0,159.0,117.0,42.0,85.0,19.0,66.0,-2.6,K Financial institutions,Financial institutions,3,2012
1848,396300 ,2013JJ00,18817.0,14530.0,4287.0,18864.0,5.3,1.8,5.8,89.6,69.2,89.8,52.9,40.9,53.1,8.3,4.7,8.8,7.7,4.1,8.2,210.0,355.0,417.0,416.0,1.0,-2.7,-2.2,237.0,132.0,105.0,154.0,113.0,41.0,83.0,19.0,64.0,-2.9,K Financial institutions,Financial institutions,3,2013
1849,396300 ,2014JJ00,18798.0,13993.0,4805.0,18837.0,-0.1,-3.7,-0.1,92.9,69.2,93.1,54.4,40.5,54.5,3.7,0.0,3.7,2.7,-1.0,2.7,202.0,346.0,403.0,401.0,1.0,-3.7,-2.7,228.0,127.0,101.0,148.0,109.0,39.0,80.0,19.0,62.0,-3.9,K Financial institutions,Financial institutions,3,2014
1850,396300 ,2015JJ00,18254.0,13749.0,4505.0,18243.0,-2.9,-1.7,-3.2,92.9,70.0,92.9,54.6,41.1,54.5,0.0,1.2,-0.2,0.3,1.5,0.1,196.0,334.0,391.0,390.0,1.0,-2.9,-3.2,221.0,122.0,99.0,144.0,104.0,39.0,78.0,18.0,60.0,-3.1,K Financial institutions,Financial institutions,3,2015
1851,396300 ,2016JJ00,18403.0,13689.0,4714.0,18377.0,0.8,-0.4,0.7,95.7,71.2,95.6,56.1,41.7,56.0,3.0,1.7,2.9,2.8,1.6,2.8,192.0,328.0,382.0,381.0,1.0,-2.1,-2.0,216.0,119.0,97.0,140.0,101.0,39.0,76.0,18.0,58.0,-2.3,K Financial institutions,Financial institutions,3,2016
1852,396300 ,2017JJ00,18162.0,13210.0,4952.0,18178.0,-1.3,-3.5,-1.1,99.2,72.1,99.3,57.9,42.1,58.0,3.6,1.3,3.9,3.2,0.9,3.4,183.0,314.0,364.0,363.0,1.0,-4.8,-4.3,206.0,115.0,92.0,132.0,96.0,36.0,74.0,18.0,56.0,-4.6,K Financial institutions,Financial institutions,3,2017
1853,396300 ,2018JJ00,17861.0,13199.0,4662.0,17860.0,-1.6,-0.1,-1.7,99.6,73.6,99.6,58.1,42.9,58.1,0.5,2.1,0.4,0.3,1.9,0.2,179.0,308.0,359.0,358.0,1.0,-2.1,-1.9,202.0,113.0,89.0,130.0,94.0,35.0,73.0,19.0,54.0,-2.1,K Financial institutions,Financial institutions,3,2018
1854,396300 ,2019JJ00,18192.0,13552.0,4640.0,18185.0,1.8,2.7,1.8,101.9,75.9,101.8,59.4,44.2,59.3,2.3,3.1,2.2,2.2,3.0,2.2,179.0,307.0,358.0,357.0,1.0,-0.4,-0.3,201.0,113.0,88.0,130.0,94.0,36.0,71.0,19.0,52.0,-0.4,K Financial institutions,Financial institutions,3,2019
1855,396300 ,2020JJ00,19051.0,14135.0,4916.0,19004.0,4.7,4.3,4.5,105.1,78.0,104.8,61.5,45.6,61.3,3.1,2.7,2.9,3.6,3.2,3.4,181.0,310.0,365.0,364.0,1.0,1.5,1.1,204.0,114.0,89.0,132.0,94.0,38.0,72.0,20.0,52.0,1.3,K Financial institutions,Financial institutions,3,2020
1856,396300 ,2021JJ00,20369.0,15053.0,5316.0,20323.0,6.9,6.5,6.9,110.5,81.7,110.3,64.4,47.6,64.2,5.2,4.8,5.2,4.7,4.3,4.7,184.0,316.0,370.0,369.0,1.0,1.6,2.1,205.0,116.0,89.0,136.0,96.0,40.0,69.0,20.0,49.0,0.7,K Financial institutions,Financial institutions,3,2021
1857,396300 ,2022JJ00,21189.0,15899.0,5290.0,21222.0,4.0,5.6,4.4,111.6,83.8,111.8,65.5,49.2,65.6,1.0,2.5,1.4,1.8,3.3,2.2,190.0,323.0,379.0,379.0,1.0,3.0,2.2,212.0,119.0,92.0,140.0,98.0,42.0,71.0,21.0,50.0,3.1,K Financial institutions,Financial institutions,3,2022
1858,396300 ,2023JJ00,22341.0,17035.0,5306.0,22387.0,5.4,7.1,5.5,114.8,87.5,115.0,67.8,51.7,67.9,2.8,4.5,2.9,3.4,5.1,3.5,195.0,330.0,389.0,389.0,1.0,2.6,1.9,217.0,121.0,95.0,143.0,99.0,44.0,73.0,22.0,51.0,2.4,K Financial institutions,Financial institutions,3,2023
1859,396300 ,2024JJ00,23873.0,18119.0,5754.0,23883.0,6.9,6.4,6.7,118.4,89.9,118.5,69.7,52.9,69.7,3.2,2.7,3.0,2.8,2.4,2.7,202.0,343.0,407.0,406.0,1.0,3.5,3.9,225.0,126.0,99.0,143.0,99.0,45.0,81.0,27.0,54.0,3.7,K Financial institutions,Financial institutions,3,2024
1860,396400 ,1995JJ00,4423.0,3888.0,535.0,4416.0,,,,43.5,38.2,43.4,25.6,22.5,25.5,,,,,,,102.0,173.0,,,,,,115.0,60.0,55.0,,,,,,,,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,1995
1861,396400 ,1996JJ00,4609.0,4073.0,536.0,4594.0,4.2,4.7,4.0,44.4,39.3,44.3,26.1,23.1,26.1,2.1,2.6,1.9,2.2,2.7,2.0,104.0,176.0,,,,2.0,1.9,117.0,62.0,55.0,,,,,,,1.6,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,1996
1862,396400 ,1997JJ00,5309.0,4513.0,796.0,5289.0,15.2,10.8,15.1,48.1,40.8,47.9,28.6,24.3,28.5,8.2,4.1,8.1,9.5,5.3,9.4,110.0,186.0,,,,6.5,5.2,123.0,65.0,58.0,,,,,,,5.4,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,1997
1863,396400 ,1998JJ00,5734.0,4631.0,1103.0,5708.0,8.0,2.6,7.9,49.2,39.7,48.9,29.2,23.6,29.1,2.3,-2.8,2.2,2.0,-3.1,1.9,117.0,196.0,,,,5.6,5.9,129.0,69.0,60.0,,,,,,,4.9,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,1998
1864,396400 ,1999JJ00,6613.0,5361.0,1252.0,6594.0,15.3,15.7,15.5,53.4,43.3,53.2,31.7,25.7,31.6,8.5,8.9,8.7,8.4,8.8,8.6,124.0,209.0,,,,6.3,6.4,138.0,73.0,65.0,,,,,,,6.7,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,1999
1865,396400 ,2000JJ00,7414.0,6017.0,1397.0,7396.0,12.1,12.2,12.1,57.7,46.8,57.6,34.5,28.0,34.4,8.2,8.3,8.2,9.1,9.2,9.1,128.0,215.0,,,,3.6,2.8,144.0,76.0,67.0,,,,,,,4.3,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,2000
1866,396400 ,2001JJ00,7829.0,6502.0,1327.0,7811.0,5.6,8.1,5.6,61.1,50.7,60.9,36.6,30.4,36.5,5.8,8.3,5.8,6.1,8.5,6.1,128.0,214.0,,,,-0.2,-0.4,145.0,77.0,68.0,,,,,,,1.4,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,2001
1867,396400 ,2002JJ00,8977.0,6800.0,2177.0,8957.0,14.7,4.6,14.7,71.2,53.9,71.0,42.8,32.4,42.7,16.6,6.3,16.6,17.0,6.7,17.0,126.0,210.0,,,,-1.6,-2.0,142.0,77.0,65.0,,,,,,,-2.5,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,2002
1868,396400 ,2003JJ00,8593.0,6856.0,1737.0,8572.0,-4.3,0.8,-4.3,70.9,56.5,70.7,42.5,33.9,42.4,-0.5,4.8,-0.5,-0.8,4.5,-0.8,121.0,202.0,,,,-3.8,-3.5,136.0,75.0,62.0,,,,,,,-3.8,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,2003
1869,396400 ,2004JJ00,8647.0,6971.0,1676.0,8620.0,0.6,1.7,0.6,73.6,59.3,73.3,44.0,35.5,43.9,3.8,4.9,3.7,3.6,4.7,3.5,118.0,197.0,,,,-3.1,-2.8,132.0,71.0,61.0,,,,,,,-3.0,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,2004
1870,396400 ,2005JJ00,9264.0,7267.0,1997.0,9242.0,7.1,4.2,7.2,77.8,61.0,77.6,47.1,36.9,46.9,5.8,2.9,5.9,6.9,4.1,7.0,119.0,197.0,,,,1.3,0.2,134.0,73.0,61.0,,,,,,,1.4,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,2005
1871,396400 ,2006JJ00,9122.0,7559.0,1563.0,9105.0,-1.5,4.0,-1.5,76.1,63.0,75.9,45.7,37.9,45.7,-2.2,3.3,-2.2,-2.8,2.7,-2.7,120.0,199.0,,,,0.7,1.3,135.0,73.0,62.0,,,,,,,0.8,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,2006
1872,396400 ,2007JJ00,10309.0,8241.0,2068.0,10292.0,13.0,9.0,13.0,84.3,67.4,84.2,50.8,40.6,50.8,10.8,6.9,10.8,11.1,7.2,11.1,122.0,203.0,,,,2.0,1.7,137.0,73.0,64.0,,,,,,,1.5,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,2007
1873,396400 ,2008JJ00,10274.0,7825.0,2449.0,10254.0,-0.4,-5.1,-0.4,88.6,67.5,88.4,53.0,40.4,52.9,5.1,0.1,5.0,4.3,-0.6,4.3,116.0,194.0,,,,-5.2,-4.5,131.0,69.0,62.0,,,,,,,-4.8,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,2008
1874,396400 ,2009JJ00,9638.0,7724.0,1914.0,9599.0,-6.2,-1.3,-6.4,83.3,66.8,83.0,49.8,39.9,49.6,-5.9,-1.0,-6.1,-6.1,-1.2,-6.3,116.0,194.0,,,,-0.3,0.0,130.0,68.0,61.0,,,,,,,-0.7,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,2009
1875,396400 ,2010JJ00,9322.0,7387.0,1935.0,9290.0,-3.3,-4.4,-3.2,87.1,69.0,86.8,52.2,41.3,52.0,4.5,3.4,4.6,4.8,3.7,4.9,107.0,179.0,208.0,207.0,1.0,-7.5,-7.8,119.0,65.0,53.0,80.0,58.0,23.0,38.0,8.0,31.0,-8.5,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,2010
1876,396400 ,2011JJ00,9924.0,7910.0,2014.0,9901.0,6.5,7.1,6.6,88.6,70.6,88.4,52.9,42.2,52.8,1.8,2.4,1.9,1.4,2.0,1.5,112.0,188.0,215.0,214.0,1.0,4.6,5.0,123.0,69.0,54.0,85.0,62.0,23.0,38.0,7.0,31.0,3.7,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,2011
1877,396400 ,2012JJ00,9728.0,7748.0,1980.0,9691.0,-2.0,-2.1,-2.1,89.3,71.1,89.0,53.7,42.8,53.5,0.8,0.7,0.6,1.5,1.4,1.4,109.0,181.0,212.0,212.0,0.0,-2.7,-3.4,119.0,67.0,53.0,83.0,60.0,23.0,36.0,7.0,30.0,-3.1,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,2012
1878,396400 ,2013JJ00,10467.0,7918.0,2549.0,10477.0,7.6,2.2,8.1,99.3,75.1,99.4,59.4,44.9,59.4,11.2,5.6,11.7,10.5,4.9,11.0,105.0,176.0,208.0,207.0,0.0,-3.2,-2.6,115.0,64.0,51.0,80.0,58.0,23.0,35.0,6.0,29.0,-3.3,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,2013
1879,396400 ,2014JJ00,10251.0,7443.0,2808.0,10265.0,-2.1,-6.0,-2.0,103.3,75.0,103.4,61.0,44.3,61.1,4.0,-0.2,4.1,2.7,-1.4,2.8,99.0,168.0,196.0,196.0,0.0,-5.8,-4.7,108.0,61.0,48.0,76.0,54.0,21.0,33.0,6.0,26.0,-5.9,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,2014
1880,396400 ,2015JJ00,9072.0,7027.0,2045.0,9061.0,-11.5,-5.6,-11.7,97.7,75.7,97.6,58.0,44.9,57.9,-5.4,0.9,-5.6,-4.8,1.5,-5.1,93.0,156.0,183.0,183.0,0.0,-6.5,-7.0,102.0,57.0,45.0,71.0,51.0,20.0,31.0,6.0,24.0,-6.1,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,2015
1881,396400 ,2016JJ00,9172.0,7067.0,2105.0,9149.0,1.1,0.6,1.0,101.2,78.0,101.0,60.0,46.2,59.8,3.6,3.1,3.5,3.3,2.8,3.2,91.0,153.0,179.0,178.0,0.0,-2.4,-2.2,99.0,56.0,43.0,71.0,50.0,21.0,28.0,6.0,22.0,-2.9,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,2016
1882,396400 ,2017JJ00,8860.0,6618.0,2242.0,8843.0,-3.4,-6.4,-3.4,106.5,79.6,106.3,62.9,47.0,62.7,5.2,2.0,5.3,4.9,1.7,4.9,83.0,141.0,164.0,163.0,0.0,-8.2,-7.9,91.0,52.0,39.0,65.0,46.0,19.0,26.0,6.0,20.0,-8.2,"64 Financial institutions, no insurance","Financial institutions, except insurance and pension funding",14,2017
