ID,SectorBranchesSIC2008,Periods,CompensationOfEmployees_1,WagesAndSalaries_2,EmployersSocialContributions_3,WageCosts_4,CompensationOfEmployees_5,WagesAndSalaries_6,WageCosts_7,CompensationPerFte_8,WagesPerFte_9,WageCostsPerFte_10,CompensationPerHourWorked_11,WagesPerHourWorked_12,WageCostsPerHourWorked_13,CompensationPerFte_14,WagesPerFte_15,WageCostsPerFte_16,CompensationPerHourWorked_17,WagesPerHourWorked_18,WageCostsPerHourWorked_19,FullTimeEquivalentFte_20,HoursWorked_21,HoursPaid_22,HoursAgreed_23,PaidExtraHours_24,FullTimeEquivalentFte_25,HoursWorked_26,Total_27,Male_28,Female_29,Total_30,Male_31,Female_32,Total_33,Male_34,Female_35,Total_36,Title,Description,CategoryGroupID,Year
870,339205 ,1995JJ00,1248.0,1052.0,196.0,1233.0,,,,31.3,26.4,30.9,17.3,14.6,17.1,,,,,,,40.0,72.0,,,,,,41.0,37.0,4.0,,,,,,,,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,1995
871,339205 ,1996JJ00,1271.0,1067.0,204.0,1262.0,1.8,1.4,2.3,33.7,28.3,33.5,18.6,15.6,18.4,7.8,7.4,8.3,7.2,6.9,7.8,38.0,68.0,,,,-5.6,-5.1,39.0,36.0,3.0,,,,,,,-5.2,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,1996
872,339205 ,1997JJ00,1315.0,1120.0,195.0,1299.0,3.4,5.0,2.9,34.4,29.4,34.0,19.1,16.3,18.9,2.1,3.6,1.6,3.1,4.6,2.6,38.0,69.0,,,,1.3,0.3,39.0,36.0,3.0,,,,,,,0.4,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,1997
873,339205 ,1998JJ00,1433.0,1132.0,301.0,1412.0,9.1,1.1,8.8,36.1,28.5,35.6,19.9,15.7,19.6,4.7,-2.9,4.5,4.2,-3.4,3.9,40.0,72.0,,,,4.1,4.7,41.0,37.0,4.0,,,,,,,4.3,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,1998
874,339205 ,1999JJ00,1539.0,1194.0,345.0,1518.0,7.4,5.5,7.5,38.0,29.5,37.5,21.0,16.3,20.7,5.4,3.5,5.5,5.2,3.3,5.3,40.0,73.0,,,,1.9,2.1,42.0,38.0,4.0,,,,,,,2.4,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,1999
875,339205 ,2000JJ00,1603.0,1228.0,375.0,1583.0,4.0,2.8,4.2,39.7,30.4,39.2,22.1,17.0,21.8,4.4,3.2,4.5,5.4,4.2,5.6,40.0,72.0,,,,-0.3,-1.3,43.0,38.0,4.0,,,,,,,0.9,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,2000
876,339205 ,2001JJ00,1642.0,1281.0,361.0,1620.0,2.4,4.3,2.3,41.1,32.1,40.6,22.9,17.9,22.6,3.5,5.4,3.4,3.5,5.3,3.4,40.0,72.0,,,,-1.1,-1.0,42.0,37.0,5.0,,,,,,,-1.2,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,2001
877,339205 ,2002JJ00,1656.0,1287.0,369.0,1631.0,0.9,0.5,0.7,42.7,33.2,42.0,23.9,18.6,23.5,3.7,3.3,3.5,4.4,4.0,4.3,39.0,69.0,,,,-2.7,-3.4,41.0,37.0,4.0,,,,,,,-2.7,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,2002
878,339205 ,2003JJ00,1648.0,1283.0,365.0,1630.0,-0.5,-0.4,-0.1,44.0,34.2,43.5,24.6,19.2,24.4,3.1,3.2,3.5,3.2,3.3,3.6,37.0,67.0,,,,-3.5,-3.6,40.0,35.0,4.0,,,,,,,-3.1,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,2003
879,339205 ,2004JJ00,1616.0,1255.0,361.0,1595.0,-1.9,-2.2,-2.1,45.7,35.5,45.1,25.4,19.8,25.1,4.0,3.7,3.8,3.2,2.9,2.9,35.0,64.0,,,,-5.7,-4.9,37.0,34.0,4.0,,,,,,,-5.4,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,2004
880,339205 ,2005JJ00,1533.0,1218.0,315.0,1514.0,-5.1,-3.0,-5.1,45.6,36.3,45.1,25.6,20.4,25.3,-0.1,2.1,-0.1,0.9,3.1,0.9,34.0,60.0,,,,-5.0,-5.9,35.0,32.0,4.0,,,,,,,-5.2,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,2005
881,339205 ,2006JJ00,1559.0,1225.0,334.0,1540.0,1.7,0.6,1.8,47.2,37.1,46.6,26.6,20.9,26.3,3.4,2.2,3.4,3.8,2.7,3.9,33.0,59.0,,,,-1.6,-2.0,35.0,31.0,4.0,,,,,,,-1.3,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,2006
882,339205 ,2007JJ00,1600.0,1254.0,346.0,1580.0,2.6,2.4,2.6,48.3,37.9,47.7,27.3,21.4,26.9,2.3,2.1,2.3,2.4,2.2,2.4,33.0,59.0,,,,0.3,0.2,35.0,32.0,4.0,,,,,,,0.8,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,2007
883,339205 ,2008JJ00,1739.0,1359.0,380.0,1716.0,8.6,8.3,8.5,50.6,39.6,49.9,28.8,22.5,28.4,4.8,4.5,4.7,5.6,5.3,5.5,34.0,60.0,,,,3.6,2.8,37.0,32.0,4.0,,,,,,,4.5,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,2008
884,339205 ,2009JJ00,1759.0,1394.0,365.0,1644.0,1.2,2.6,-4.2,51.8,41.0,48.4,31.2,24.7,29.2,2.3,3.8,-3.1,8.4,9.9,2.6,34.0,56.0,,,,-1.1,-6.6,36.0,32.0,4.0,,,,,,,-1.7,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,2009
885,339205 ,2010JJ00,1730.0,1365.0,365.0,1670.0,-1.6,-2.1,1.6,52.8,41.6,50.9,30.6,24.1,29.5,1.9,1.5,5.3,-2.1,-2.5,1.2,33.0,57.0,68.0,67.0,1.0,-3.5,0.5,35.0,31.0,4.0,29.0,28.0,1.0,6.0,3.0,2.0,-3.7,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,2010
886,339205 ,2011JJ00,1810.0,1429.0,381.0,1770.0,4.6,4.6,5.9,55.5,43.8,54.2,31.3,24.7,30.6,5.1,5.1,6.4,2.5,2.5,3.8,33.0,58.0,67.0,66.0,1.0,-0.5,2.1,35.0,31.0,4.0,28.0,27.0,1.0,6.0,4.0,2.0,-0.2,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,2011
887,339205 ,2012JJ00,1827.0,1430.0,397.0,1796.0,1.0,0.1,1.5,57.0,44.6,56.0,32.4,25.4,31.8,2.7,1.8,3.3,3.5,2.6,4.0,32.0,56.0,66.0,65.0,1.0,-1.7,-2.4,34.0,30.0,4.0,28.0,27.0,1.0,6.0,4.0,2.0,-2.1,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,2012
888,339205 ,2013JJ00,1830.0,1446.0,384.0,1804.0,0.1,1.1,0.4,57.7,45.6,56.9,32.4,25.6,31.9,1.3,2.3,1.5,0.0,1.0,0.2,32.0,56.0,66.0,65.0,1.0,-1.1,0.2,34.0,30.0,4.0,28.0,27.0,1.0,5.0,3.0,2.0,-1.4,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,2013
889,339205 ,2014JJ00,1923.0,1491.0,432.0,1896.0,5.0,3.1,5.0,60.3,46.8,59.5,33.5,26.0,33.0,4.6,2.6,4.6,3.5,1.6,3.5,32.0,57.0,67.0,65.0,1.0,0.4,1.5,34.0,30.0,4.0,28.0,27.0,1.0,6.0,4.0,2.0,0.7,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,2014
890,339205 ,2015JJ00,2018.0,1586.0,432.0,1993.0,5.1,6.4,5.2,60.8,47.8,60.0,34.0,26.8,33.6,0.8,2.1,0.9,1.6,2.9,1.8,33.0,59.0,69.0,68.0,1.0,4.3,3.4,35.0,32.0,4.0,29.0,27.0,1.0,6.0,4.0,2.0,4.3,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,2015
891,339205 ,2016JJ00,2139.0,1670.0,469.0,2103.0,6.0,5.3,5.5,62.9,49.2,61.9,35.3,27.6,34.7,3.6,2.9,3.1,3.8,3.1,3.3,34.0,61.0,71.0,70.0,1.0,2.3,2.1,36.0,32.0,4.0,30.0,28.0,2.0,6.0,4.0,2.0,2.2,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,2016
892,339205 ,2017JJ00,2220.0,1735.0,485.0,2192.0,3.8,3.8,4.2,63.5,49.6,62.7,36.1,28.2,35.6,0.8,0.9,1.3,2.2,2.2,2.6,35.0,61.0,72.0,71.0,1.0,2.9,1.6,37.0,33.0,4.0,31.0,29.0,2.0,6.0,4.0,3.0,2.9,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,2017
893,339205 ,2018JJ00,2438.0,1887.0,551.0,2409.0,9.8,8.8,9.9,63.8,49.4,63.0,36.4,28.2,36.0,0.5,-0.5,0.6,0.9,-0.1,1.0,38.0,67.0,79.0,78.0,1.0,9.2,8.8,41.0,36.0,5.0,34.0,32.0,2.0,7.0,4.0,3.0,9.1,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,2018
894,339205 ,2019JJ00,2642.0,2038.0,604.0,2609.0,8.4,8.0,8.3,65.8,50.8,65.0,37.8,29.1,37.3,3.2,2.8,3.1,3.7,3.4,3.7,40.0,70.0,83.0,82.0,1.0,5.0,4.5,43.0,37.0,5.0,35.0,33.0,2.0,7.0,5.0,3.0,5.0,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,2019
895,339205 ,2020JJ00,2719.0,2087.0,632.0,2447.0,3.0,2.4,-6.2,69.4,53.3,62.5,46.2,35.5,41.6,5.5,4.9,-3.8,22.3,21.7,11.5,39.0,59.0,81.0,80.0,1.0,-2.4,-15.8,41.0,36.0,5.0,34.0,32.0,2.0,7.0,4.0,3.0,-2.9,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,2020
896,339205 ,2021JJ00,2712.0,2080.0,632.0,2598.0,-0.3,-0.3,6.1,71.5,54.8,68.5,42.0,32.2,40.2,3.0,3.0,9.6,-9.1,-9.2,-3.3,38.0,65.0,78.0,77.0,1.0,-3.2,9.7,40.0,35.0,5.0,33.0,30.0,2.0,8.0,5.0,3.0,-2.9,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,2021
897,339205 ,2022JJ00,2821.0,2147.0,674.0,2727.0,4.0,3.2,4.9,73.5,56.0,71.1,43.1,32.8,41.7,2.8,2.0,3.7,2.6,1.9,3.6,38.0,65.0,79.0,78.0,1.0,1.2,1.3,41.0,35.0,5.0,33.0,30.0,2.0,8.0,5.0,3.0,1.3,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,2022
898,339205 ,2023JJ00,3056.0,2335.0,721.0,3020.0,8.4,8.8,10.8,78.3,59.8,77.4,46.1,35.2,45.6,6.5,6.9,8.8,7.0,7.4,9.3,39.0,66.0,80.0,79.0,1.0,1.8,1.3,42.0,36.0,6.0,33.0,30.0,3.0,9.0,6.0,3.0,2.0,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,2023
899,339205 ,2024JJ00,3302.0,2520.0,782.0,3261.0,8.1,7.9,8.0,87.5,66.7,86.4,51.2,39.0,50.5,11.8,11.6,11.7,11.0,10.8,10.9,38.0,65.0,78.0,77.0,1.0,-3.3,-2.6,40.0,34.0,6.0,31.0,28.0,3.0,9.0,6.0,3.0,-3.0,29-30 Transport equipment,"Manufacture of transport equipment 
This category is made up of the categories: 
29 Manufacture of motor vehicles, trailers and semi-trailers 
30 Manufacture of other transport equipment",24,2024
900,340200 ,1995JJ00,552.0,470.0,82.0,539.0,,,,33.1,28.2,32.3,18.0,15.3,17.6,,,,,,,17.0,31.0,,,,,,17.0,16.0,2.0,,,,,,,,30 Manufacture of other transport,Manufacture of other transport equipment,7,1995
901,340200 ,1996JJ00,517.0,440.0,77.0,510.0,-6.4,-6.4,-5.4,33.0,28.1,32.6,17.9,15.2,17.6,-0.4,-0.3,0.6,-0.9,-0.8,0.2,16.0,29.0,,,,-6.0,-5.6,16.0,15.0,1.0,,,,,,,-5.7,30 Manufacture of other transport,Manufacture of other transport equipment,7,1996
902,340200 ,1997JJ00,503.0,434.0,69.0,491.0,-2.8,-1.4,-3.8,31.8,27.4,31.0,17.4,15.0,17.0,-3.6,-2.2,-4.6,-2.8,-1.4,-3.8,16.0,29.0,,,,0.9,0.0,16.0,15.0,1.0,,,,,,,0.1,30 Manufacture of other transport,Manufacture of other transport equipment,7,1997
903,340200 ,1998JJ00,561.0,450.0,111.0,545.0,11.6,3.7,11.1,34.1,27.3,33.1,18.5,14.9,18.0,7.1,-0.5,6.6,6.6,-1.0,6.1,16.0,30.0,,,,4.2,4.7,17.0,15.0,2.0,,,,,,,4.4,30 Manufacture of other transport,Manufacture of other transport equipment,7,1998
904,340200 ,1999JJ00,594.0,469.0,125.0,577.0,6.0,4.3,6.0,35.4,27.9,34.4,19.2,15.2,18.7,3.9,2.2,3.9,3.8,2.1,3.8,17.0,31.0,,,,2.0,2.2,17.0,16.0,2.0,,,,,,,2.4,30 Manufacture of other transport,Manufacture of other transport equipment,7,1999
905,340200 ,2000JJ00,626.0,487.0,139.0,610.0,5.1,3.8,5.4,37.2,29.0,36.3,20.4,15.9,19.9,5.2,3.9,5.5,6.3,5.0,6.7,17.0,31.0,,,,-0.1,-1.2,18.0,16.0,2.0,,,,,,,1.1,30 Manufacture of other transport,Manufacture of other transport equipment,7,2000
906,340200 ,2001JJ00,670.0,530.0,140.0,652.0,7.1,8.8,7.0,40.4,31.9,39.3,22.0,17.4,21.4,8.4,10.1,8.3,7.8,9.5,7.6,17.0,30.0,,,,-1.2,-0.6,17.0,16.0,2.0,,,,,,,-0.6,30 Manufacture of other transport,Manufacture of other transport equipment,7,2001
907,340200 ,2002JJ00,698.0,554.0,144.0,677.0,4.2,4.6,3.9,42.3,33.6,41.0,23.3,18.5,22.6,4.8,5.2,4.5,5.5,5.9,5.2,17.0,30.0,,,,-0.6,-1.2,17.0,15.0,2.0,,,,,,,-0.5,30 Manufacture of other transport,Manufacture of other transport equipment,7,2002
908,340200 ,2003JJ00,677.0,538.0,139.0,663.0,-3.1,-3.0,-2.2,43.3,34.4,42.4,23.8,18.9,23.3,2.4,2.5,3.4,2.2,2.3,3.2,16.0,28.0,,,,-5.4,-5.2,16.0,15.0,2.0,,,,,,,-4.9,30 Manufacture of other transport,Manufacture of other transport equipment,7,2003
909,340200 ,2004JJ00,668.0,526.0,142.0,653.0,-1.3,-2.2,-1.5,45.1,35.5,44.1,24.7,19.4,24.1,4.2,3.2,4.0,3.9,2.9,3.7,15.0,27.0,,,,-5.3,-5.0,16.0,14.0,2.0,,,,,,,-5.2,30 Manufacture of other transport,Manufacture of other transport equipment,7,2004
910,340200 ,2005JJ00,622.0,506.0,116.0,608.0,-6.9,-3.9,-6.9,45.3,36.8,44.3,25.1,20.4,24.5,0.4,3.6,0.4,1.6,4.9,1.6,14.0,25.0,,,,-7.2,-8.3,15.0,13.0,2.0,,,,,,,-7.0,30 Manufacture of other transport,Manufacture of other transport equipment,7,2005
911,340200 ,2006JJ00,634.0,504.0,130.0,621.0,1.9,-0.3,2.2,46.9,37.3,45.9,26.1,20.7,25.6,3.6,1.2,3.8,4.0,1.7,4.2,14.0,24.0,,,,-1.6,-2.0,14.0,13.0,2.0,,,,,,,-1.2,30 Manufacture of other transport,Manufacture of other transport equipment,7,2006
912,340200 ,2007JJ00,696.0,554.0,142.0,683.0,9.8,10.0,10.0,49.3,39.3,48.4,27.4,21.8,26.8,5.2,5.3,5.4,4.8,5.0,5.0,14.0,25.0,,,,4.4,4.8,15.0,13.0,2.0,,,,,,,4.9,30 Manufacture of other transport,Manufacture of other transport equipment,7,2007
913,340200 ,2008JJ00,771.0,609.0,162.0,757.0,10.6,9.7,10.6,52.3,41.3,51.4,29.0,22.9,28.5,6.1,5.3,6.1,6.0,5.3,6.1,15.0,27.0,,,,4.2,4.2,16.0,14.0,2.0,,,,,,,5.7,30 Manufacture of other transport,Manufacture of other transport equipment,7,2008
914,340200 ,2009JJ00,862.0,690.0,172.0,824.0,11.9,13.4,9.0,54.6,43.7,52.2,30.1,24.1,28.8,4.3,5.7,1.5,3.9,5.2,1.1,16.0,29.0,,,,7.3,7.8,17.0,14.0,3.0,,,,,,,6.9,30 Manufacture of other transport,Manufacture of other transport equipment,7,2009
915,340200 ,2010JJ00,904.0,722.0,182.0,872.0,4.9,4.7,5.9,55.3,44.2,53.3,30.7,24.5,29.6,1.3,1.1,2.2,2.0,1.8,2.9,16.0,29.0,34.0,34.0,1.0,3.6,2.9,18.0,15.0,2.0,14.0,14.0,1.0,3.0,2.0,1.0,3.3,30 Manufacture of other transport,Manufacture of other transport equipment,7,2010
916,340200 ,2011JJ00,948.0,759.0,189.0,923.0,4.8,5.1,5.8,58.4,46.8,56.9,32.2,25.8,31.3,5.7,6.0,6.7,4.7,5.0,5.7,16.0,29.0,34.0,33.0,1.0,-0.9,0.1,17.0,15.0,2.0,14.0,13.0,1.0,3.0,2.0,1.0,-0.5,30 Manufacture of other transport,Manufacture of other transport equipment,7,2011
917,340200 ,2012JJ00,940.0,743.0,197.0,923.0,-0.7,-2.1,0.1,59.7,47.2,58.6,33.1,26.2,32.5,2.1,0.8,3.0,3.0,1.6,3.9,16.0,28.0,33.0,33.0,1.0,-2.8,-3.6,17.0,15.0,2.0,14.0,13.0,1.0,3.0,2.0,1.0,-3.3,30 Manufacture of other transport,Manufacture of other transport equipment,7,2012
918,340200 ,2013JJ00,973.0,780.0,193.0,959.0,3.4,4.9,3.8,60.6,48.6,59.7,33.6,27.0,33.1,1.5,3.0,1.9,1.5,3.0,1.9,16.0,29.0,34.0,33.0,1.0,1.8,1.9,17.0,15.0,2.0,14.0,13.0,1.0,3.0,2.0,1.0,1.5,30 Manufacture of other transport,Manufacture of other transport equipment,7,2013
919,340200 ,2014JJ00,1022.0,803.0,219.0,1009.0,5.0,2.9,5.2,63.7,50.1,62.9,34.7,27.3,34.3,5.2,3.1,5.4,3.3,1.3,3.5,16.0,29.0,34.0,33.0,1.0,-0.2,1.6,17.0,15.0,2.0,14.0,13.0,1.0,3.0,2.0,1.0,0.2,30 Manufacture of other transport,Manufacture of other transport equipment,7,2014
920,340200 ,2015JJ00,1033.0,826.0,207.0,1022.0,1.3,3.0,1.5,65.0,52.0,64.3,35.7,28.6,35.4,2.0,3.7,2.3,2.9,4.6,3.1,16.0,29.0,34.0,33.0,1.0,-0.7,-1.6,17.0,15.0,2.0,13.0,13.0,1.0,4.0,2.0,1.0,-0.7,30 Manufacture of other transport,Manufacture of other transport equipment,7,2015
921,340200 ,2016JJ00,1059.0,839.0,220.0,1042.0,2.5,1.7,1.9,67.1,53.2,66.1,37.2,29.5,36.6,3.2,2.4,2.7,4.1,3.2,3.5,16.0,28.0,33.0,33.0,1.0,-0.8,-1.5,17.0,15.0,2.0,13.0,13.0,1.0,4.0,2.0,1.0,-0.7,30 Manufacture of other transport,Manufacture of other transport equipment,7,2016
922,340200 ,2017JJ00,1050.0,835.0,215.0,1035.0,-0.9,-0.6,-0.7,67.1,53.3,66.1,37.6,29.9,37.1,-0.1,0.2,0.1,1.1,1.4,1.2,16.0,28.0,33.0,32.0,1.0,-0.8,-2.0,17.0,15.0,2.0,13.0,13.0,1.0,4.0,2.0,2.0,-0.4,30 Manufacture of other transport,Manufacture of other transport equipment,7,2017
923,340200 ,2018JJ00,1099.0,867.0,232.0,1086.0,4.6,3.8,4.9,68.2,53.8,67.4,38.3,30.2,37.9,1.7,0.9,2.0,2.0,1.2,2.2,16.0,29.0,34.0,33.0,1.0,2.8,2.6,17.0,15.0,2.0,14.0,13.0,1.0,4.0,2.0,2.0,2.7,30 Manufacture of other transport,Manufacture of other transport equipment,7,2018
924,340200 ,2019JJ00,1203.0,946.0,257.0,1189.0,9.5,9.2,9.6,70.5,55.4,69.6,39.6,31.1,39.1,3.3,2.9,3.3,3.2,2.8,3.2,17.0,30.0,36.0,35.0,1.0,6.1,6.2,18.0,16.0,3.0,14.0,13.0,1.0,4.0,2.0,2.0,6.3,30 Manufacture of other transport,Manufacture of other transport equipment,7,2019
925,340200 ,2020JJ00,1220.0,947.0,273.0,1104.0,1.5,0.1,-7.1,72.6,56.3,65.7,41.6,32.3,37.6,3.0,1.6,-5.7,5.1,3.7,-3.7,17.0,29.0,35.0,35.0,0.0,-1.4,-3.4,18.0,15.0,3.0,14.0,13.0,1.0,4.0,2.0,2.0,-2.6,30 Manufacture of other transport,Manufacture of other transport equipment,7,2020
926,340200 ,2021JJ00,1205.0,934.0,271.0,1130.0,-1.3,-1.4,2.3,73.9,57.2,69.3,41.9,32.5,39.3,1.8,1.7,5.5,0.9,0.8,4.5,16.0,29.0,34.0,34.0,0.0,-3.0,-2.1,17.0,15.0,3.0,14.0,13.0,1.0,4.0,2.0,2.0,-2.7,30 Manufacture of other transport,Manufacture of other transport equipment,7,2021
927,340200 ,2022JJ00,1245.0,956.0,289.0,1172.0,3.2,2.4,3.6,75.5,58.0,71.0,43.4,33.3,40.8,2.2,1.3,2.5,3.4,2.5,3.8,16.0,29.0,34.0,34.0,0.0,1.0,-0.2,18.0,15.0,3.0,14.0,12.0,1.0,4.0,2.0,2.0,1.1,30 Manufacture of other transport,Manufacture of other transport equipment,7,2022
928,340200 ,2023JJ00,1370.0,1056.0,314.0,1351.0,10.2,10.6,15.4,79.8,61.5,78.7,46.0,35.5,45.4,5.7,6.1,10.8,6.2,6.6,11.2,17.0,30.0,36.0,35.0,0.0,4.2,3.8,18.0,15.0,3.0,14.0,13.0,1.0,5.0,3.0,2.0,4.4,30 Manufacture of other transport,Manufacture of other transport equipment,7,2023
929,340200 ,2024JJ00,1497.0,1156.0,341.0,1479.0,9.4,9.4,9.6,84.4,65.1,83.4,48.6,37.5,48.0,5.8,5.8,6.0,5.6,5.6,5.8,18.0,31.0,37.0,37.0,0.0,3.4,3.6,19.0,16.0,3.0,14.0,13.0,1.0,5.0,3.0,2.0,3.3,30 Manufacture of other transport,Manufacture of other transport equipment,7,2024
930,300023 ,1995JJ00,2326.0,1996.0,330.0,2321.0,,,,31.8,27.3,31.7,17.5,15.1,17.5,,,,,,,73.0,133.0,,,,,,79.0,66.0,13.0,,,,,,,,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,1995
931,300023 ,1996JJ00,2278.0,1968.0,310.0,2265.0,-2.1,-1.5,-2.5,31.1,26.9,30.9,16.9,14.6,16.8,-2.1,-1.5,-2.5,-3.5,-2.8,-3.8,73.0,135.0,,,,0.0,1.4,80.0,66.0,13.0,,,,,,,0.3,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,1996
932,300023 ,1997JJ00,2306.0,2023.0,283.0,2285.0,1.2,2.8,0.9,30.9,27.1,30.7,17.1,15.0,16.9,-0.5,1.1,-0.8,0.8,2.4,0.5,75.0,135.0,,,,1.7,0.4,81.0,67.0,14.0,,,,,,,1.4,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,1997
933,300023 ,1998JJ00,2500.0,2036.0,464.0,2473.0,8.4,0.6,8.3,32.9,26.8,32.5,18.1,14.8,17.9,6.3,-1.3,6.1,6.3,-1.3,6.1,76.0,138.0,,,,2.0,2.0,82.0,68.0,15.0,,,,,,,2.2,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,1998
934,300023 ,1999JJ00,2666.0,2158.0,508.0,2638.0,6.6,6.0,6.6,34.7,28.1,34.3,19.1,15.5,18.9,5.4,4.8,5.5,5.4,4.8,5.4,77.0,139.0,,,,1.1,1.1,84.0,68.0,15.0,,,,,,,1.4,31-33 Other manufacturing and repair,"Manufacture of furniture and other products; repair and installation of machinery and equipment 
This category is made up of the categories: 
31 Manufacture of furniture 
32 Manufacture of other products (rest) 
33 Repair and installation of machinery and equipment",24,1999
